,age,cups,where_drink,brew,favorite,additions,dairy,style,strength,roast_level,caffeine,expertise,coffee_a_bitterness,coffee_a_acidity,coffee_a_personal_preference,coffee_a_notes,coffee_b_bitterness,coffee_b_acidity,coffee_b_personal_preference,coffee_b_notes,coffee_c_bitterness,coffee_c_acidity,coffee_c_personal_preference,coffee_c_notes,coffee_d_bitterness,coffee_d_acidity,coffee_d_personal_preference,coffee_d_notes,prefer_abc,prefer_ad,prefer_overall,total_spend,why_drink,taste,know_source,most_paid,most_willing_to_pay,value_cafe,gender,ethnicity_race
2593,55 a 64,3,['At home'],['Coffee brewing machine (e.g. Mr. Coffee)'],Regular drip coffee,"['Milk', ' dairy alternative', ' or coffee creamer', ' Sugar or sweetener']",['Half and half'],Full Bodied,Medium,Light,Half caff,6.0,3.0,3.0,2.0,,3.0,3.0,3.0,,2.0,4.0,4.0,,2.0,4.0,1.0,,Coffee C,Coffee A,Coffee C,20 a 40,"['It tastes good', ' I need the ritual']",Yes,No,6 a 8,8 a 10,No,Male,White/Caucasian
2594,35 a 44,2,"['At the office', ' At home']","['Other', ' Pour over']",Other,['No - just black'],,Fruity,Somewhat strong,Light,Full caffeine,7.0,2.0,3.0,4.0,,4.0,1.0,1.0,Toasted oats,3.0,1.0,3.0,"Pleasant, textured",1.0,4.0,5.0,"Flowers, light, dried fruit",Coffee A,Coffee D,Coffee D,60 a 80,"['I need the ritual', ' It tastes good']",Yes,Yes,4 a 6,2 a 4,No,Male,White/Caucasian
2595,35 a 44,1,['At home'],"['Pour over', ' Espresso']",Pourover,"['No - just black', ' Milk', ' dairy alternative', ' or coffee creamer']","['Half and half', ' Soy milk']",Caramalized,Medium,Dark,Full caffeine,5.0,2.0,3.0,3.0,"Seemed like average, ""generic"" coffee.",1.0,2.0,4.0,,1.0,2.0,4.0,,1.0,4.0,3.0,"So interesting, not at all like how I usually drink coffee. I now understand what people mean when they talk about fruit notes in coffee.",Coffee B,Coffee D,Coffee B,20 a 40,"['I need the caffeine', ' It tastes good', ' I need the ritual']",Yes,Yes,4 a 6,8 a 10,No,Female,White/Caucasian
2596,25 a 34,1,['At home'],"['Pour over', ' Espresso']",Latte,['No - just black'],,Bright,Medium,Light,Full caffeine,7.0,2.0,3.0,3.0,,3.0,2.0,4.0,,4.0,1.0,3.0,,1.0,4.0,5.0,,Coffee B,Coffee D,Coffee D,20 a 40,"['It tastes good', ' I need the ritual', ' I need the caffeine']",Yes,Yes,More than 20,More than 20,No,Male,Asian/Pacific Islander
2597,25 a 34,2,"['At home', ' At a cafe']","['Pour over', ' Espresso']",Cortado,"['No - just black', ' Milk', ' dairy alternative', ' or coffee creamer']","['Skim milk', ' Oat milk']",Chocolatey,Somewhat strong,Medium,Full caffeine,8.0,3.0,4.0,1.0,Caramel,4.0,1.0,3.0,Bitterness increased when colder,3.0,2.0,4.0,"Chocolate, fruity, texture",2.0,5.0,4.0,"Fruit, grapes",Coffee C,Coffee D,Coffee D,40 a 60,"['It tastes good', ' I need the caffeine']",Yes,Yes,6 a 8,8 a 10,No,Male,Hispanic/Latino
2598,25 a 34,3,"['At home', ' At the office']","['Pour over', ' Espresso', ' Coffee extract (e.g. Cometeer)', ' French press']",Pourover,['No - just black'],,Fruity,Somewhat strong,Light,Full caffeine,4.0,2.0,3.0,4.0,Fruit,3.0,3.0,3.0,"Caramel, more body",4.0,1.0,2.0,"Umami, earthy",1.0,4.0,5.0,"Low body, fruity maybe pear, sugar/sweet",Coffee A,Coffee D,Coffee D,More then 100,"['It tastes good', ' I need the caffeine', ' I need the ritual']",Yes,Yes,More than 20,More than 20,No,Male,White/Caucasian
2599,25 a 34,4,"['At home', ' At the office', ' On the go', ' At a cafe']",['Espresso'],Cappuccino,"['No - just black', ' Milk', ' dairy alternative', ' or coffee creamer']","['Oat milk', ' Skim milk']",Floral,Somewhat strong,Medium,Full caffeine,7.0,2.0,4.0,2.0,Lemon,4.0,2.0,3.0,Chocolate,2.0,3.0,2.0,Milk Chocolate,3.0,4.0,4.0,Blackberries,Coffee B,Coffee D,Coffee D,40 a 60,"['It tastes good', ' I need the caffeine', ' I need the ritual']",Yes,Yes,8 a 10,8 a 10,Yes,Male,White/Caucasian
2600,45 a 54,Less than 1,['At home'],['Bean-to-cup machine'],Mocha,"['Milk', ' dairy alternative', ' or coffee creamer', ' Sugar or sweetener']",['Oat milk'],Chocolatey,Somewhat light,Light,Half caff,1.0,4.0,5.0,2.0,,5.0,4.0,1.0,,2.0,3.0,5.0,,3.0,3.0,4.0,,Coffee C,Coffee D,Coffee C,Less then 20,"['I need the caffeine', ' It makes me go to the bathroom']",Yes,No,4 a 6,4 a 6,No,Female,White/Caucasian
2601,25 a 34,1,['At home'],['Coffee brewing machine (e.g. Mr. Coffee)'],Americano,"['No - just black', ' Milk', ' dairy alternative', ' or coffee creamer']",['Coffee creamer'],Full Bodied,Somewhat strong,Medium,Full caffeine,2.0,2.0,4.0,2.0,"Apple, fruity notes",3.0,3.0,3.0,,4.0,2.0,4.0,,2.0,4.0,2.0,,Coffee C,Coffee A,Coffee C,Less then 20,['It tastes good'],Yes,No,6 a 8,8 a 10,No,Male,White/Caucasian
2602,35 a 44,2,['At home'],"['Espresso', ' Pour over', ' Coffee extract (e.g. Cometeer)', ' Other']",Espresso,['No - just black'],,Fruity,Somewhat strong,Light,Full caffeine,7.0,1.0,4.0,4.0,Apple,2.0,2.0,3.0,Sweet,3.0,1.0,3.0,"Earthy, fruit, sweet, roast",2.0,3.0,5.0,"Fermented, red fruit",Coffee A,Coffee D,Coffee D,60 a 80,"['It tastes good', ' I need the ritual']",Yes,Yes,6 a 8,More than 20,Yes,Male,White/Caucasian
2603,18 a 24,2,"['At home', ' At the office']","['Espresso', ' Cold brew']",Latte,"['Milk', ' dairy alternative', ' or coffee creamer']",['Whole milk'],Nutty,Medium,Light,Full caffeine,7.0,2.0,3.0,4.0,"Nutty,sweet,rich,clean,lingering, mild,lemon,sodt,butter",2.0,2.0,3.0,"Didn't like, didn't figure out flavors.",2.0,3.0,5.0,"Toast,sour,flat,chocolate, floral, fruit, tangy, tart, velvety, watery.",2.0,4.0,2.0,Didn't like.,Coffee C,Coffee A,Coffee A,20 a 40,"['It tastes good', ' I need the ritual']",Yes,Yes,6 a 8,8 a 10,Yes,Male,Native American/Alaska Native
2604,25 a 34,1,['At home'],['Espresso'],Latte,"['Milk', ' dairy alternative', ' or coffee creamer', ' Sugar or sweetener']",['Whole milk'],Bright,Medium,Light,Full caffeine,3.0,1.0,5.0,2.0,Citris,3.0,3.0,3.0,,4.0,2.0,2.0,,1.0,4.0,5.0,"Fruity, red berry",Coffee B,Coffee D,Coffee D,Less then 20,"['I need the ritual', ' It tastes good']",Yes,No,More than 20,More than 20,Yes,Female,Other (please specify)
2605,25 a 34,2,"['At a cafe', ' At home', ' At the office']","['Pour over', ' Other']",Pourover,"['No - just black', ' Milk', ' dairy alternative', ' or coffee creamer']",['Half and half'],Nutty,Somewhat strong,Medium,Full caffeine,5.0,2.0,3.0,4.0,Caramel & Apple,4.0,1.0,3.0,Peanut Butter & Milk Chocolate,1.0,3.0,2.0,"Pecan, smooth & balanced",3.0,5.0,3.0,"Blueberry, Almond, Dark Chocolate",Coffee A,Coffee D,Coffee A,20 a 40,"['It tastes good', ' I need the caffeine', ' It makes me go to the bathroom', ' I need the ritual']",Yes,Yes,6 a 8,4 a 6,Yes,Male,White/Caucasian
2606,45 a 54,2,['At home'],['Other'],Pourover,['Sugar or sweetener'],,Full Bodied,Somewhat strong,Light,Full caffeine,7.0,2.0,3.0,4.0,Caramel - Hint of banana,1.0,1.0,4.0,Primarily Smoky - dusty finish,1.0,2.0,5.0,Cacao with a hint of walnut,3.0,5.0,2.0,Main note is fermented... hint of dark toast and raisins,Coffee C,Coffee A,Coffee C,40 a 60,['It tastes good'],Yes,Yes,8 a 10,8 a 10,Yes,Male,Other (please specify)
2607,25 a 34,1,"['At home', ' At the office']",['Pour over'],Pourover,['No - just black'],,Fruity,Somewhat strong,Medium,Full caffeine,6.0,2.0,4.0,4.0,,3.0,2.0,3.0,,4.0,1.0,2.0,,1.0,5.0,5.0,,Coffee A,Coffee D,Coffee D,,['It tastes good'],Yes,Yes,,,,Male,White/Caucasian
2608,25 a 34,2,['At home'],"['Cold brew', ' Espresso', ' French press']",Americano,"['No - just black', ' Milk', ' dairy alternative', ' or coffee creamer', ' Flavor syrup']",['Whole milk'],Full Bodied,Very strong,Medium,Full caffeine,8.0,3.0,4.0,4.0,,4.0,4.0,3.0,,2.0,3.0,4.0,,4.0,2.0,2.0,,Coffee C,Coffee A,Coffee C,60 a 80,"['It tastes good', ' I need the caffeine', ' It makes me go to the bathroom']",Yes,Yes,8 a 10,10 a 15,Yes,Male,White/Caucasian
2609,35 a 44,2,"['At home', ' At the office', ' On the go', ' At a cafe']",['Pour over'],Pourover,['No - just black'],,Full Bodied,Medium,Light,Full caffeine,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610,25 a 34,1,"['At home', ' At a cafe', ' At the office']",['French press'],Latte,['No - just black'],,Fruity,Medium,Light,,6.0,3.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2611,18 a 24,Less than 1,"['At home', ' On the go']",['Instant coffee'],Blended drink (e.g. Frappuccino),['Flavor syrup'],,Chocolatey,Somewhat strong,Medium,Full caffeine,1.0,5.0,5.0,1.0,"sour, passion fruit, soap",3.0,2.0,4.0,"dark chocolate, woody/smokey, lemon",2.0,3.0,3.0,"milk chocolate, walnut",4.0,4.0,2.0,"fruity, raspberry, salty",Coffee B,Coffee D,Coffee B,Less then 20,"['It makes me go to the bathroom', ' It tastes good', ' I need the ritual']",Yes,No,6 a 8,6 a 8,No,Female,White/Caucasian
2612,<18,Less than 1,"['At home', ' On the go', ' At a cafe']","['Pour over', ' French press']",Latte,"['No - just black', ' Milk', ' dairy alternative', ' or coffee creamer', ' Other', ' Flavor syrup']",['Whole milk'],Bright,Medium,Light,Full caffeine,3.0,2.0,2.0,4.0,It is pretty good but I might not drink it every morning.,3.0,2.0,3.0,It is alright but not amazing.  It beats Starbucks.,3.0,2.0,3.0,"It is like sugar, a little goes a long way",4.0,4.0,2.0,Probably my least favorite.,Coffee A,Coffee A,Coffee A,Less then 20,['It tastes good'],Yes,No,Less than 2,More than 20,No,Female,White/Caucasian
2613,25 a 34,3,"['At home', ' At the office']","['Pour over', ' French press', ' Cold brew', ' Other']",Latte,['No - just black'],,Fruity,Medium,Light,Full caffeine,8.0,2.0,4.0,3.0,Apple,3.0,3.0,3.0,"Nuts, almonds",1.0,3.0,3.0,"Berries, Chocolate",2.0,4.0,4.0,"Chocolate, apple",Coffee C,Coffee D,Coffee D,40 a 60,"['It tastes good', ' Other']",Yes,Yes,8 a 10,10 a 15,Yes,Male,Asian/Pacific Islander
2614,25 a 34,1,['At home'],['Pour over'],Regular drip coffee,['No - just black'],,Bright,Medium,Light,Half caff,6.0,2.0,4.0,5.0,Sweet,5.0,2.0,2.0,"Tastes like burnt diner coffee at first, but when hosted with a sweet item the complexity arrives",3.0,4.0,3.0,Smokey or roasty,2.0,5.0,5.0,"Fruit, berries, cherries",Coffee A,Coffee D,Coffee D,20 a 40,"['It tastes good', ' I need the ritual', ' It makes me go to the bathroom']",Yes,Yes,6 a 8,8 a 10,Yes,Non-binary,White/Caucasian
2615,55 a 64,4,['At home'],['French press'],Americano,['No - just black'],,Full Bodied,Somewhat strong,French,Full caffeine,5.0,2.0,2.0,3.0,,1.0,2.0,2.0,A little fruity sweet,2.0,2.0,4.0,Well balanced,2.0,4.0,1.0,"Improved as it cooled.
Acidic sour taste",Coffee C,Coffee A,Coffee C,,,,,,,,,
2616,35 a 44,1,"['At home', ' At the office']","['Pour over', ' Pod/capsule machine (e.g. Keurig/Nespresso)', ' Coffee extract (e.g. Cometeer)', ' Cold brew', ' French press']",Blended drink (e.g. Frappuccino),"['Milk', ' dairy alternative', ' or coffee creamer', ' Sugar or sweetener']",['Half and half'],Sweet,Medium,Blonde,Full caffeine,5.0,3.0,3.0,2.0,"Lemongrass, Citrus",5.0,1.0,4.0,"Creamy, Marshmallow",1.0,5.0,2.0,"Celery, Cereal",3.0,3.0,3.0,"Pepper, Tabasco",Coffee B,Coffee A,Coffee B,20 a 40,"['It tastes good', ' I need the caffeine']",Yes,Yes,6 a 8,6 a 8,No,Male,White/Caucasian
2617,25 a 34,2,"['At home', ' On the go', ' At a cafe']",['Pour over'],Cappuccino,"['Milk', ' dairy alternative', ' or coffee creamer', ' Flavor syrup', ' No - just black']","['Half and half', ' Whole milk', ' Coffee creamer', ' Flavored coffee creamer', ' Oat milk', ' Almond milk', ' Soy milk']",Chocolatey,Somewhat strong,Medium,Full caffeine,3.0,4.0,4.0,3.0,"Really liked as a hot coffee, noticed caramel note, very smooth, thought of caramel and coffee flavored icecream.once cooled, did not like acidity. Noticed some sourness.",3.0,1.0,5.0,Tasted like eating coffee beans. Very rich and bold but not bitter.,5.0,3.0,4.0,"At first didn't like this one, once cooled had very earthy flavor.",2.0,5.0,1.0,Not a fan of fruity flavored coffees.,Coffee B,Coffee A,Coffee B,60 a 80,"['It tastes good', ' I need the caffeine', ' I need the ritual', ' It makes me go to the bathroom']",Yes,No,6 a 8,10 a 15,No,Female,White/Caucasian
2618,25 a 34,3,"['At home', ' At the office', ' On the go']","['French press', ' Pour over', ' Instant coffee']",Latte,"['Milk', ' dairy alternative', ' or coffee creamer', ' Sugar or sweetener', ' Flavor syrup']",['Whole milk'],Chocolatey,Somewhat strong,Medium,Full caffeine,4.0,3.0,3.0,2.0,"tea/herbal, jasmine, lemon, earthy",2.0,3.0,3.0,"dark chocolate, orange",2.0,3.0,4.0,"chocolate, hazelnut, jasmine",2.0,4.0,3.0,"cranberry, apple, bergamot",Coffee C,Coffee D,Coffee C,More then 100,"['It tastes good', ' I need the caffeine', ' I need the ritual']",Yes,Yes,6 a 8,8 a 10,Yes,Female,White/Caucasian
2619,25 a 34,Less than 1,['At a cafe'],,Latte,"['Milk', ' dairy alternative', ' or coffee creamer', ' Flavor syrup']",['Whole milk'],Nutty,Weak,Light,Decaf,1.0,5.0,3.0,1.0,,5.0,3.0,1.0,,4.0,3.0,1.0,,4.0,4.0,2.0,black currant,Coffee A,Coffee D,Coffee D,Less then 20,['Other'],No,No,6 a 8,6 a 8,Yes,Female,White/Caucasian
2620,25 a 34,1,['At home'],"['French press', ' Coffee brewing machine (e.g. Mr. Coffee)']",Americano,['No - just black'],,Full Bodied,Somewhat strong,Dark,Full caffeine,6.0,4.0,4.0,4.0,,2.0,2.0,3.0,,3.0,3.0,5.0,,2.0,5.0,2.0,,Coffee C,Coffee A,Coffee C,20 a 40,"['It tastes good', ' I need the caffeine']",Yes,Yes,6 a 8,6 a 8,Yes,Male,White/Caucasian
2621,25 a 34,Less than 1,['At home'],['Other'],Iced coffee,['No - just black'],,Fruity,Somewhat strong,Medium,Full caffeine,6.0,4.0,3.0,3.0,,3.0,2.0,3.0,,3.0,1.0,2.0,,1.0,5.0,4.0,,Coffee A,Coffee D,Coffee D,Less then 20,['It tastes good'],Yes,Yes,4 a 6,8 a 10,Yes,Male,White/Caucasian
2622,35 a 44,4,"['At the office', ' At home']",['Coffee brewing machine (e.g. Mr. Coffee)'],Pourover,"['No - just black', ' Milk', ' dairy alternative', ' or coffee creamer']",['Half and half'],Floral,Somewhat strong,Light,Full caffeine,6.0,2.0,3.0,4.0,"fruity, hint of vegetal aftertaste , zucchini, good cold",4.0,3.0,2.0,"hint of sandy earth, a bit flat, best with cream",3.0,4.0,3.0,"aftertaste has a hint of freeze dried strawberries; very low sourness, but with a faint note reminiscent of sulfuric acid though not unpleasant",2.0,3.0,5.0,tropical and sour; citrus; fermented papaya; tangy without being sharp,Coffee A,Coffee D,Coffee D,40 a 60,"['It tastes good', ' I need the caffeine']",Yes,Yes,8 a 10,8 a 10,Yes,Male,White/Caucasian
2623,25 a 34,1,['At home'],['Espresso'],Latte,"['Milk', ' dairy alternative', ' or coffee creamer', ' Flavor syrup']",['Oat milk'],Full Bodied,Medium,Medium,Full caffeine,3.0,1.0,3.0,3.0,Brighter fruit,3.0,2.0,5.0,"Balanced, very smooth, rich but not too dark",2.0,4.0,2.0,"Light flavor, high acidity compared to others (this one had cooled by the time I tried it)",2.0,3.0,4.0,"Very fruity - dark berries, subtle dark chocolate",Coffee B,Coffee D,Coffee B,20 a 40,['It tastes good'],Yes,Yes,6 a 8,10 a 15,Yes,Female,White/Caucasian
2624,45 a 54,3,['At home'],['Other'],Other,"['Milk', ' dairy alternative', ' or coffee creamer']",['Half and half'],Nutty,Somewhat strong,Dark,Full caffeine,5.0,1.0,5.0,1.0,Good smell when opening capsule.  Had a good mouth feel.  Did not like how sour it became as it cooled.,2.0,2.0,4.0,"Had a little bit more bitterness and less acidity.  With smaller sips, I was able to start discerning some flavors like a hint of cotton candy.",2.0,2.0,5.0,"As I was able to start discerning flavors from this, I tasted something that was more comforting but I couldn’t really tell what.",1.0,5.0,1.0,"I thought I caught a hint of baked goods, but wasn’t able to explore that more as the sourness was just too prominent for me.",Coffee C,Coffee D,Coffee C,20 a 40,"['It tastes good', ' I need the caffeine', ' I need the ritual']",Yes,Yes,8 a 10,10 a 15,Yes,Male,White/Caucasian
2625,25 a 34,2,['At home'],"['Cold brew', ' Pour over', ' Other']",Iced coffee,['No - just black'],,Fruity,Somewhat strong,Light,Full caffeine,6.0,2.0,4.0,4.0,"Citrus, Jasmine",4.0,2.0,3.0,"Nuts, Chocolate",1.0,1.0,1.0,Green tea,1.0,4.0,5.0,"Pear, Lychee",Coffee A,Coffee D,Coffee D,40 a 60,"['It tastes good', ' I need the caffeine', ' I need the ritual', ' It makes me go to the bathroom']",Yes,Yes,6 a 8,6 a 8,No,Male,White/Caucasian
2626,>65,3,['At home'],"['Coffee brewing machine (e.g. Mr. Coffee)', ' Pour over', ' Espresso']",Pourover,['No - just black'],,Bright,Somewhat strong,Light,Full caffeine,7.0,4.0,2.0,3.0,,5.0,2.0,3.0,,3.0,3.0,4.0,,5.0,5.0,2.0,,Coffee C,Coffee A,Coffee C,20 a 40,['It tastes good'],Yes,Yes,8 a 10,8 a 10,Yes,Male,White/Caucasian
2627,25 a 34,1,['At home'],['Espresso'],Latte,"['Sugar or sweetener', ' Milk', ' dairy alternative', ' or coffee creamer']",['Whole milk'],Full Bodied,Somewhat strong,Medium,Full caffeine,5.0,2.0,4.0,4.0,"Fruit, Sour",3.0,1.0,4.0,Mild,3.0,3.0,4.0,,3.0,2.0,4.0,,Coffee C,Coffee A,Coffee C,20 a 40,"['It tastes good', ' I need the caffeine']",Yes,No,6 a 8,,,Female,Asian/Pacific Islander
2628,25 a 34,1,['At home'],['Espresso'],Latte,"['No - just black', ' Milk', ' dairy alternative', ' or coffee creamer']",['Whole milk'],Bright,Very strong,Dark,Full caffeine,4.0,1.0,3.0,3.0,Light and fruity,2.0,4.0,4.0,"Very balanced, nutty",4.0,1.0,1.0,"More bitter but smooth, not much flavor",2.0,1.0,3.0,Very fruity both while hot and after it cooled,Coffee B,Coffee A,Coffee B,20 a 40,"['It tastes good', ' I need the caffeine']",Yes,Yes,6 a 8,10 a 15,Yes,Male,White/Caucasian
2629,25 a 34,2,['At home'],['Espresso'],Latte,"['Milk', ' dairy alternative', ' or coffee creamer']",['Whole milk'],Fruity,Very strong,Light,Full caffeine,5.0,1.0,3.0,5.0,Froots,3.0,1.0,2.0,Tough,1.0,4.0,2.0,Neutral,1.0,1.0,2.0,Muted,Coffee A,Coffee A,Coffee A,40 a 60,"['It tastes good', ' I need the caffeine', ' I need the ritual', ' It makes me go to the bathroom']",Yes,Yes,8 a 10,8 a 10,Yes,Male,Asian/Pacific Islander
2630,25 a 34,1,"['At the office', ' At home']","['Coffee extract (e.g. Cometeer)', ' Pod/capsule machine (e.g. Keurig/Nespresso)']",Latte,"['Milk', ' dairy alternative', ' or coffee creamer', ' Sugar or sweetener']",['Whole milk'],Sweet,Medium,Medium,Full caffeine,5.0,2.0,4.0,3.0,Light and bright. Balanced. Acidic.,4.0,3.0,3.0,"Bitter, heavy mouthfeel. Cools to better balance",3.0,2.0,4.0,"Heavy, caramel and nutty",2.0,5.0,3.0,"I’m confused lol, funky and fruity. Maybe plum?",Coffee C,Coffee D,Coffee C,20 a 40,"['I need the caffeine', ' I need the ritual', ' It tastes good']",Yes,No,8 a 10,8 a 10,No,Female,Asian/Pacific Islander
2631,25 a 34,2,"['At the office', ' At home', ' At a cafe']",['Pour over'],Pourover,['No - just black'],,Fruity,Somewhat strong,Light,Full caffeine,7.0,1.0,1.0,4.0,,1.0,1.0,2.0,,3.0,1.0,2.0,,1.0,4.0,5.0,,Coffee A,Coffee D,Coffee D,20 a 40,"['It tastes good', ' I need the caffeine', ' I need the ritual']",Yes,Yes,8 a 10,10 a 15,Yes,Male,White/Caucasian
2632,25 a 34,1,['At home'],['Pour over'],Regular drip coffee,['No - just black'],,Sweet,Medium,Medium,Full caffeine,3.0,1.0,5.0,3.0,,2.0,3.0,3.0,,3.0,2.0,5.0,,4.0,3.0,4.0,,Coffee C,Coffee D,Coffee C,,,,,,,,,
2633,55 a 64,1,['At home'],['Other'],Espresso,['No - just black'],,Full Bodied,Very strong,Medium,Full caffeine,3.0,1.0,4.0,1.0,,2.0,3.0,1.0,,1.0,3.0,3.0,,2.0,3.0,1.0,,Coffee C,Coffee A,Coffee C,Less then 20,"['It tastes good', ' I need the caffeine']",Yes,No,4 a 6,4 a 6,No,Male,White/Caucasian
2634,25 a 34,2,"['At home', ' At a cafe', ' On the go']","['Pour over', ' Espresso']",Americano,"['No - just black', ' Milk', ' dairy alternative', ' or coffee creamer', ' Flavor syrup']","['Whole milk', ' Half and half', ' Coffee creamer', ' Flavored coffee creamer']",Floral,Medium,Light,Full caffeine,7.0,2.0,5.0,5.0,"To me this was a very expected coffee flavor from someone who has been getting into coffee for the last 3-4 years, I could drink this coffee almost everyday, could add milk or creamer and it would pair well I would think, definitely tasted caramel at the beginning, noticed more acidity once it cooled. Very enjoyable",3.0,1.0,3.0,"Very traditional flavor, earthy, woodsy flavors, with some dark chocolate. Very much a cup my wife and my mother in law would enjoy. Not something I think I could drink everyday.",5.0,2.0,2.0,"Very strong, bold flavor, more bitter than others, definitely hits you with a ""punch"" of bitterness at the very beginning, not a fan at all, this a flavor note that has turned me off of some more established supermarket coffees because of the that flavor, once it cooled noticed how much bitterness was there but could tolerate it more.",1.0,3.0,4.0,"I really like these kinds of coffees, very fruity, very juicy tasting, however it's not something I think I could drink everyday, it's like the secret stash of flavors, you would want to use as a Trump card for sure, like a 2nd cup of the day or if you aren't feeling Milk or creamer this would be a great option for the someone who likes to have a new flavor and spice up the monotony.",Coffee A,Coffee A,Coffee A,40 a 60,"['It tastes good', ' Other', ' I need the ritual']",Yes,Yes,6 a 8,More than 20,No,Male,White/Caucasian
2635,18 a 24,2,"['At a cafe', ' On the go', ' At home']",['Espresso'],Latte,['No - just black'],,Full Bodied,Somewhat strong,Medium,Full caffeine,7.0,1.0,3.0,4.0,,2.0,1.0,3.0,,3.0,2.0,3.0,,2.0,4.0,2.0,Blueberry/Plum,Coffee A,Coffee A,Coffee A,40 a 60,"['It tastes good', ' I need the caffeine', ' I need the ritual']",Yes,Yes,8 a 10,8 a 10,Yes,Male,White/Caucasian
2636,25 a 34,1,['At home'],"['Pour over', ' Espresso']",Latte,['No - just black'],,Juicy,Very strong,Medium,Full caffeine,6.0,1.0,4.0,2.0,Overly acidic,3.0,3.0,3.0,SOmboFTokudIVand,2.0,2.0,2.0,Kind of boring,2.0,4.0,4.0,Has that weird processing that I like,Coffee B,Coffee D,Coffee D,60 a 80,"['It tastes good', ' I need the ritual']",Yes,Yes,15 a 20,More than 20,No,Male,White/Caucasian
2637,25 a 34,2,"['At home', ' At the office']",['Pour over'],Pourover,['No - just black'],,Chocolatey,Medium,Dark,Full caffeine,6.0,1.0,5.0,2.0,"Mild, tart, doesn't taste much like coffee",4.0,2.0,5.0,"Smokey, chocolatey, richest of the four",5.0,3.0,4.0,"Milk chocolate (but like the not so nice easter basket chocolate), very mild, doesn't taste like a whole lot",3.0,3.0,3.0,"Fruit Loops, tropical, pine",Coffee B,Coffee D,Coffee B,40 a 60,"['It makes me go to the bathroom', ' I need the ritual', ' I need the caffeine', ' It tastes good']",Yes,Yes,10 a 15,10 a 15,Yes,Female,White/Caucasian
